case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,exposure_usd,actions_taken,report_filed,analyst_notes,source_json
CC-1073,C00329,C00329-K2,2016-07-24 04:54:57,2016-07-26 23:54:57,confirmed_fraud,card_not_present_new_device,200.09,CREATE_CASE|BLOCK_CARD,false,"Case CC-1073: cardholder C00329 reported unrecognized activity on card C00329-K2. 2 transaction(s) between 2016-07-22 and 2016-07-23 totaling $200.09 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on firefox 57.0. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1073"",""customer_id"":""C00329"",""card_id"":""C00329-K2"",""opened_at"":""2016-07-24 04:54:57"",""closed_at"":""2016-07-26 23:54:57"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3086060"",""txn_ids"":""3086060|3092315"",""n_txns"":""2"",""exposure_usd"":""200.09"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1073: cardholder C00329 reported unrecognized activity on card C00329-K2. 2 transaction(s) between 2016-07-22 and 2016-07-23 totaling $200.09 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on firefox 57.0. Card blocked and reissued. Customer reimbursed.""}"
CC-1074,C05245,C05245-K2,2016-07-24 05:05:29,2016-07-27 21:05:29,confirmed_fraud,account_takeover,649.90,CREATE_CASE|BLOCK_CARD,false,Case CC-1074: cardholder C05245 reported unrecognized activity on card C05245-K2. 3 transaction(s) between 2016-07-22 and 2016-07-23 totaling $649.90 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-1074"",""customer_id"":""C05245"",""card_id"":""C05245-K2"",""opened_at"":""2016-07-24 05:05:29"",""closed_at"":""2016-07-27 21:05:29"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3082020"",""txn_ids"":""3082020|3082101|3091153"",""n_txns"":""3"",""exposure_usd"":""649.90"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1074: cardholder C05245 reported unrecognized activity on card C05245-K2. 3 transaction(s) between 2016-07-22 and 2016-07-23 totaling $649.90 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.""}"
CC-1075,C08943,C08943-K2,2016-07-24 05:09:34,2016-07-28 00:09:34,confirmed_fraud,card_not_present_new_device,250.03,CREATE_CASE|BLOCK_CARD,false,"Case CC-1075: cardholder C08943 reported unrecognized activity on card C08943-K2. 1 transaction(s) between 2016-07-24 and 2016-07-24 totaling $250.03 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-G955U Build/NRD90M on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1075"",""customer_id"":""C08943"",""card_id"":""C08943-K2"",""opened_at"":""2016-07-24 05:09:34"",""closed_at"":""2016-07-28 00:09:34"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3092415"",""txn_ids"":""3092415"",""n_txns"":""1"",""exposure_usd"":""250.03"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1075: cardholder C08943 reported unrecognized activity on card C08943-K2. 1 transaction(s) between 2016-07-24 and 2016-07-24 totaling $250.03 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-G955U Build/NRD90M on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.""}"
CC-1076,C07646,C07646-K2,2016-07-24 05:27:16,2016-07-26 23:27:16,confirmed_fraud,out_of_region_use,1220.00,CREATE_CASE|BLOCK_CARD|FILE_REPORT,true,"Case CC-1076: cardholder C07646 reported unrecognized activity on card C07646-K2. 2 transaction(s) between 2016-07-21 and 2016-07-22 totaling $1,220.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1076"",""customer_id"":""C07646"",""card_id"":""C07646-K2"",""opened_at"":""2016-07-24 05:27:16"",""closed_at"":""2016-07-26 23:27:16"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3077415"",""txn_ids"":""3077415|3086207"",""n_txns"":""2"",""exposure_usd"":""1220.00"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD|FILE_REPORT"",""report_filed"":""Yes"",""analyst_notes"":""Case CC-1076: cardholder C07646 reported unrecognized activity on card C07646-K2. 2 transaction(s) between 2016-07-21 and 2016-07-22 totaling $1,220.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-1077,C08302,C08302-K1,2016-07-24 05:48:51,2016-07-26 00:48:51,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1077: model scored a $125.01 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1077"",""customer_id"":""C08302"",""card_id"":""C08302-K1"",""opened_at"":""2016-07-24 05:48:51"",""closed_at"":""2016-07-26 00:48:51"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3092650"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1077: model scored a $125.01 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1078,C04346,C04346-K2,2016-07-24 05:54:21,2016-07-29 18:54:21,confirmed_fraud,account_takeover,249.67,CREATE_CASE|BLOCK_CARD,false,Case CC-1078: cardholder C04346 reported unrecognized activity on card C04346-K2. 5 transaction(s) between 2016-07-20 and 2016-07-23 totaling $249.67 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-1078"",""customer_id"":""C04346"",""card_id"":""C04346-K2"",""opened_at"":""2016-07-24 05:54:21"",""closed_at"":""2016-07-29 18:54:21"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3074079"",""txn_ids"":""3074079|3081468|3081474|3088469|3090231"",""n_txns"":""5"",""exposure_usd"":""249.67"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1078: cardholder C04346 reported unrecognized activity on card C04346-K2. 5 transaction(s) between 2016-07-20 and 2016-07-23 totaling $249.67 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-1079,C06694,C06694-K1,2016-07-24 06:46:49,2016-07-25 01:46:49,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1079: model scored a $30.05 transaction at 0.82. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1079"",""customer_id"":""C06694"",""card_id"":""C06694-K1"",""opened_at"":""2016-07-24 06:46:49"",""closed_at"":""2016-07-25 01:46:49"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3092946"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1079: model scored a $30.05 transaction at 0.82. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1080,C01119,C01119-K2,2016-07-24 07:22:37,2016-07-25 04:22:37,confirmed_fraud,out_of_region_use,67.97,CREATE_CASE|BLOCK_CARD,false,"Case CC-1080: cardholder C01119 reported unrecognized activity on card C01119-K2. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $67.97 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1080"",""customer_id"":""C01119"",""card_id"":""C01119-K2"",""opened_at"":""2016-07-24 07:22:37"",""closed_at"":""2016-07-25 04:22:37"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3087618"",""txn_ids"":""3087618"",""n_txns"":""1"",""exposure_usd"":""67.97"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1080: cardholder C01119 reported unrecognized activity on card C01119-K2. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $67.97 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-1081,C13175,C13175-K1,2016-07-24 07:51:13,2016-07-26 23:51:13,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1081: model scored a $99.95 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1081"",""customer_id"":""C13175"",""card_id"":""C13175-K1"",""opened_at"":""2016-07-24 07:51:13"",""closed_at"":""2016-07-26 23:51:13"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3092290"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1081: model scored a $99.95 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1082,C07513,C07513-K1,2016-07-24 09:33:56,2016-07-29 16:33:56,confirmed_fraud,account_takeover,182.03,CREATE_CASE|BLOCK_CARD,false,Case CC-1082: cardholder C07513 reported unrecognized activity on card C07513-K1. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $182.03 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-1082"",""customer_id"":""C07513"",""card_id"":""C07513-K1"",""opened_at"":""2016-07-24 09:33:56"",""closed_at"":""2016-07-29 16:33:56"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3089205"",""txn_ids"":""3089205"",""n_txns"":""1"",""exposure_usd"":""182.03"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1082: cardholder C07513 reported unrecognized activity on card C07513-K1. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $182.03 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-1083,C10502,C10502-K1,2016-07-24 10:20:45,2016-07-27 03:20:45,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1083: model scored a $99.97 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1083"",""customer_id"":""C10502"",""card_id"":""C10502-K1"",""opened_at"":""2016-07-24 10:20:45"",""closed_at"":""2016-07-27 03:20:45"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3093366"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1083: model scored a $99.97 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1084,C09092,C09092-K1,2016-07-24 11:35:05,2016-07-29 23:35:05,confirmed_fraud,account_takeover,3851.06,CREATE_CASE|BLOCK_CARD|FILE_REPORT,true,"Case CC-1084: cardholder C09092 reported unrecognized activity on card C09092-K1. 4 transaction(s) between 2016-07-23 and 2016-07-23 totaling $3,851.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1084"",""customer_id"":""C09092"",""card_id"":""C09092-K1"",""opened_at"":""2016-07-24 11:35:05"",""closed_at"":""2016-07-29 23:35:05"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3091779"",""txn_ids"":""3091779|3092159|3092180|3092183"",""n_txns"":""4"",""exposure_usd"":""3851.06"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD|FILE_REPORT"",""report_filed"":""Yes"",""analyst_notes"":""Case CC-1084: cardholder C09092 reported unrecognized activity on card C09092-K1. 4 transaction(s) between 2016-07-23 and 2016-07-23 totaling $3,851.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-1085,C09848,C09848-K2,2016-07-24 11:58:23,2016-07-30 02:58:23,confirmed_fraud,card_not_present_new_device,129.67,CREATE_CASE|BLOCK_CARD,false,"Case CC-1085: cardholder C09848 reported unrecognized activity on card C09848-K2. 2 transaction(s) between 2016-07-22 and 2016-07-24 totaling $129.67 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a NOKIA on edge. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1085"",""customer_id"":""C09848"",""card_id"":""C09848-K2"",""opened_at"":""2016-07-24 11:58:23"",""closed_at"":""2016-07-30 02:58:23"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3086062"",""txn_ids"":""3086062|3093284"",""n_txns"":""2"",""exposure_usd"":""129.67"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1085: cardholder C09848 reported unrecognized activity on card C09848-K2. 2 transaction(s) between 2016-07-22 and 2016-07-24 totaling $129.67 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a NOKIA on edge. Card blocked and reissued. Customer reimbursed.""}"
CC-1086,C03066,C03066-K1,2016-07-24 12:37:37,2016-07-25 09:37:37,confirmed_fraud,card_not_present_new_device,250.01,CREATE_CASE|BLOCK_CARD,false,"Case CC-1086: cardholder C03066 reported unrecognized activity on card C03066-K1. 2 transaction(s) between 2016-07-22 and 2016-07-23 totaling $250.01 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a 5049W Build/NRD90M on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1086"",""customer_id"":""C03066"",""card_id"":""C03066-K1"",""opened_at"":""2016-07-24 12:37:37"",""closed_at"":""2016-07-25 09:37:37"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3082978"",""txn_ids"":""3082978|3087991"",""n_txns"":""2"",""exposure_usd"":""250.01"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1086: cardholder C03066 reported unrecognized activity on card C03066-K1. 2 transaction(s) between 2016-07-22 and 2016-07-23 totaling $250.01 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a 5049W Build/NRD90M on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed.""}"
CC-1087,C07791,C07791-K1,2016-07-24 15:54:36,2016-07-25 16:54:36,confirmed_fraud,card_not_present_fraud,249.95,CREATE_CASE|BLOCK_CARD,false,Case CC-1087: cardholder C07791 reported unrecognized activity on card C07791-K1. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $249.95 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-1087"",""customer_id"":""C07791"",""card_id"":""C07791-K1"",""opened_at"":""2016-07-24 15:54:36"",""closed_at"":""2016-07-25 16:54:36"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3089347"",""txn_ids"":""3089347"",""n_txns"":""1"",""exposure_usd"":""249.95"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1087: cardholder C07791 reported unrecognized activity on card C07791-K1. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $249.95 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.""}"
CC-1088,C11444,C11444-K1,2016-07-24 15:57:14,2016-07-27 22:57:14,confirmed_fraud,card_not_present_fraud,152.08,CREATE_CASE|BLOCK_CARD,false,Case CC-1088: cardholder C11444 reported unrecognized activity on card C11444-K1. 5 transaction(s) between 2016-07-23 and 2016-07-23 totaling $152.08 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-1088"",""customer_id"":""C11444"",""card_id"":""C11444-K1"",""opened_at"":""2016-07-24 15:57:14"",""closed_at"":""2016-07-27 22:57:14"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3091822"",""txn_ids"":""3091822|3091824|3091836|3091851|3091922"",""n_txns"":""5"",""exposure_usd"":""152.08"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1088: cardholder C11444 reported unrecognized activity on card C11444-K1. 5 transaction(s) between 2016-07-23 and 2016-07-23 totaling $152.08 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.""}"
